,Company.CIK,Target.Company,Switch.Date,Event__,Filer.CIK,Date.of.13g,Switcher,INDEX_URL,EDGAR_LINK__,SIC,state_of_INC
61503,1028205,BIOENVISION INC ,5/22/2002,1743,1033248,6/21/2002,ORBIMED ADVISERS INC CT ,https://www.sec.gov/Archives/edgar/data/1028205/0000947871-02-001224-index.htm,https://www.sec.gov/Archives/edgar/data/1028205/0000947871-02-001224.txt,2834,DE
61506,727510,ENZON INC ,5/22/2002,1743,1033248,6/21/2002,ORBIMED ADVISERS INC CT ,https://www.sec.gov/Archives/edgar/data/1033248/0000947871-02-001233-index.htm,https://www.sec.gov/Archives/edgar/data/1033248/0000947871-02-001233.txt,2836,DE
711,1126140,GIVEN__IMAGING__LTD,5/22/2002,1743,1033248,NA,,NA,NA,0,0
55118,19353,CHARMING SHOPPES INC ,10/9/2001,1771,701985,8/23/2001,LIMITED INC ,https://www.sec.gov/Archives/edgar/data/19353/0000950103-01-501337-index.htm,https://www.sec.gov/Archives/edgar/data/19353/0000950103-01-501337.txt,5621,PA
681,1137067,GALYANS__TRADING__CO__INC,10/9/2001,1771,701985,NA,,NA,NA,0,0
698,1108915,GENOMICA__CORP__/DE/,12/3/2001,1697,919085,11/9/2001,PERRY CORP,0,0,0,0
855,817785,IMMUNE__RESPONSE__CORP,3/1/2002,476,904841,11/21/2001,KIMBERLIN KEVIN,0,0,0,0
1395,1091748,PXRE__GROUP__LTD,11/26/2001,1599,1036518,11/26/2001,,0,0,0,0
246,1020905,BOCA__RESORTS__INC,12/22/2003,1239,1067579,11/28/2001,H Wayne Huizenga,0,0,0,0
59691,24104,CONTINENTAL MATERIALS CORP ,4/21/2004,306,38777,2/14/2002,FRANKLIN RESOURCES INC ,https://www.sec.gov/Archives/edgar/data/24104/0000038777-02-000129-index.htm,https://www.sec.gov/Archives/edgar/data/24104/0000038777-02-000129.txt,3270,DE
59878,6314,ANAREN MICROWAVE INC ,4/21/2004,306,38777,2/14/2002,FRANKLIN RESOURCES INC ,https://www.sec.gov/Archives/edgar/data/38777/0000038777-02-000111-index.htm,https://www.sec.gov/Archives/edgar/data/38777/0000038777-02-000111.txt,3663,NY
60726,6260,ANACOMP INC ,4/21/2004,306,38777,3/12/2002,FRANKLIN RESOURCES INC ,https://www.sec.gov/Archives/edgar/data/38777/0000038777-02-000266-index.htm,https://www.sec.gov/Archives/edgar/data/38777/0000038777-02-000266.txt,3861,IN
1519,741508,SIERRA__PACIFIC__RESOURCES__/NV/,4/21/2004,306,38777,NA,FRANKLIN RESOURCES INC,NA,NA,0,0
56,3116,AKORN__INC,8/22/2003,2,900562,12/11/2001,Arjun C Waney (First Winchester Investments),0,0,0,0
49241,944950,CLICKACTION INC ,12/11/2002,1712,1012084,2/8/2001,PALO ALTO INVESTORS ,https://www.sec.gov/Archives/edgar/data/1012084/0000935836-01-500096-index.htm,https://www.sec.gov/Archives/edgar/data/1012084/0000935836-01-500096.txt,7372,DE
49242,880562,UNIFY CORP ,12/11/2002,1712,1012084,2/8/2001,PALO ALTO INVESTORS ,https://www.sec.gov/Archives/edgar/data/1012084/0000935836-01-500097-index.htm,https://www.sec.gov/Archives/edgar/data/1012084/0000935836-01-500097.txt,7372,DE
49245,946842,AMBASSADORS INTERNATIONAL INC ,12/11/2002,1712,1012084,2/8/2001,PALO ALTO INVESTORS ,https://www.sec.gov/Archives/edgar/data/1012084/0000935836-01-500103-index.htm,https://www.sec.gov/Archives/edgar/data/1012084/0000935836-01-500103.txt,4700,DE
1781,1114040,VALICERT__INC,12/11/2002,1712,1012084,NA,palo alto investors,NA,NA,0,0
46769,849448,LIFECELL CORP ,8/23/2002,1672,914248,1/5/2001,SPECIAL SITUATIONS FUND III L P ,https://www.sec.gov/Archives/edgar/data/849448/0000914248-01-000001-index.htm,https://www.sec.gov/Archives/edgar/data/849448/0000914248-01-000001.txt,8731,DE
46884,882154,METRETEK TECHNOLOGIES INC ,8/23/2002,1672,914248,1/10/2001,SPECIAL SITUATIONS FUND III L P ,https://www.sec.gov/Archives/edgar/data/882154/0000914248-01-000017-index.htm,https://www.sec.gov/Archives/edgar/data/882154/0000914248-01-000017.txt,7389,DE
52738,704914,DATAKEY INC ,8/23/2002,1672,914248,2/14/2001,SPECIAL SITUATIONS FUND III L P ,https://www.sec.gov/Archives/edgar/data/704914/0000914248-01-000040-index.htm,https://www.sec.gov/Archives/edgar/data/704914/0000914248-01-000040.txt,3690,MN
52890,852437,PLANETCAD INC ,8/23/2002,1672,914248,2/14/2001,SPECIAL SITUATIONS FUND III L P ,https://www.sec.gov/Archives/edgar/data/852437/0000914248-01-000045-index.htm,https://www.sec.gov/Archives/edgar/data/852437/0000914248-01-000045.txt,7372,DE
52908,872867,SUPREMA SPECIALTIES INC ,8/23/2002,1672,914248,2/14/2001,SPECIAL SITUATIONS FUND III L P ,https://www.sec.gov/Archives/edgar/data/872867/0000914248-01-000049-index.htm,https://www.sec.gov/Archives/edgar/data/872867/0000914248-01-000049.txt,5140,NY
52955,902600,AKSYS LTD ,8/23/2002,1672,914248,2/14/2001,SPECIAL SITUATIONS FUND III L P ,https://www.sec.gov/Archives/edgar/data/902600/0000914248-01-000037-index.htm,https://www.sec.gov/Archives/edgar/data/902600/0000914248-01-000037.txt,3841,DE
52965,905724,FOURTH SHIFT CORP ,8/23/2002,1672,914248,2/14/2001,SPECIAL SITUATIONS FUND III L P ,https://www.sec.gov/Archives/edgar/data/905724/0000914248-01-000042-index.htm,https://www.sec.gov/Archives/edgar/data/905724/0000914248-01-000042.txt,7372,MN
58737,736994,ALLIANCE PHARMACEUTICAL CORP ,8/23/2002,1672,914248,2/13/2002,SPECIAL SITUATIONS FUND III L P ,https://www.sec.gov/Archives/edgar/data/736994/0000914248-02-000029-index.htm,https://www.sec.gov/Archives/edgar/data/736994/0000914248-02-000029.txt,2835,NY
58786,837913,GENUS INC ,8/23/2002,1672,914248,2/13/2002,SPECIAL SITUATIONS FUND III L P ,https://www.sec.gov/Archives/edgar/data/837913/0000914248-02-000036-index.htm,https://www.sec.gov/Archives/edgar/data/837913/0000914248-02-000036.txt,3559,CA
58792,850313,SAFENET INC ,8/23/2002,1672,914248,2/13/2002,SPECIAL SITUATIONS FUND III L P ,https://www.sec.gov/Archives/edgar/data/850313/0000914248-02-000046-index.htm,https://www.sec.gov/Archives/edgar/data/850313/0000914248-02-000046.txt,3663,DE
58798,851737,LASERSCOPE ,8/23/2002,1672,914248,2/13/2002,SPECIAL SITUATIONS FUND III L P ,https://www.sec.gov/Archives/edgar/data/851737/0000914248-02-000040-index.htm,https://www.sec.gov/Archives/edgar/data/851737/0000914248-02-000040.txt,3845,CA
58825,897893,PEERLESS SYSTEMS CORP ,8/23/2002,1672,914248,2/13/2002,SPECIAL SITUATIONS FUND III L P ,https://www.sec.gov/Archives/edgar/data/897893/0000914248-02-000044-index.htm,https://www.sec.gov/Archives/edgar/data/897893/0000914248-02-000044.txt,7372,DE
60956,869979,CYCOMM INTERNATIONAL INC ,8/23/2002,1672,914248,4/9/2002,SPECIAL SITUATIONS FUND III L P ,https://www.sec.gov/Archives/edgar/data/869979/0000914248-02-000065-index.htm,https://www.sec.gov/Archives/edgar/data/869979/0000914248-02-000065.txt,3571,WY
62804,754813,ION NETWORKS INC ,8/23/2002,1672,914248,12/11/2002,SPECIAL SITUATIONS FUND III L P ,https://www.sec.gov/Archives/edgar/data/754813/0000914248-02-000104-index.htm,https://www.sec.gov/Archives/edgar/data/754813/0000914248-02-000104.txt,3577,DE
1016,1102993,LIVEPERSON__INC,8/23/2002,1672,914248,NA,SPECIAL SITUATIONS FUND III L P,NA,NA,0,0
47398,930254,EAUTOCLAIMS COM INC ,4/5/2002,1304,1034694,2/1/2001,LIVIAKIS FINANCIAL COMMUNICATIONS INC ,https://www.sec.gov/Archives/edgar/data/1034694/0001015769-01-000011-index.htm,https://www.sec.gov/Archives/edgar/data/1034694/0001015769-01-000011.txt,7372,NV
515,1034694,EAUTOCLAIMS__COM__INC,4/5/2002,1304,1034694,NA,,NA,NA,0,0
60743,949491,VODAVI TECHNOLOGY INC ,6/17/2002,832,1164073,3/13/2002,MORNINGSIDE VALUE INVESTORS LLC ,https://www.sec.gov/Archives/edgar/data/1164073/0000950123-02-002463-index.htm,https://www.sec.gov/Archives/edgar/data/1164073/0000950123-02-002463.txt,3661,DE
830,899755,HURRY__INC,6/17/2002,832,1164073,NA,,NA,NA,0,0
52854,828119,THERMA WAVE INC ,9/22/2008,1619,879051,2/14/2001,SUTTER HILL VENTURES ,https://www.sec.gov/Archives/edgar/data/828119/0000912057-01-005298-index.htm,https://www.sec.gov/Archives/edgar/data/828119/0000912057-01-005298.txt,3823,DE
534,1094348,ELOYALTY__CORP,9/22/2008,1619,879051,NA,,NA,NA,0,0
542461,897075,ZONAGEN INC ,5/21/2002,700,918923,4/27/2001,BIOTECHNOLOGY VALUE FUND L P ,https://www.sec.gov/Archives/edgar/data/897075/0000912057-01-511048-index.htm,https://www.sec.gov/Archives/edgar/data/897075/0000912057-01-511048.txt,2836,DE
544091,730272,REPLIGEN CORP ,5/21/2002,700,918923,5/11/2001,BIOTECHNOLOGY VALUE FUND L P ,https://www.sec.gov/Archives/edgar/data/730272/0000912057-01-514798-index.htm,https://www.sec.gov/Archives/edgar/data/730272/0000912057-01-514798.txt,2836,DE
60929,849043,NEUROGEN CORP ,5/21/2002,700,918923,4/5/2002,BIOTECHNOLOGY VALUE FUND L P ,https://www.sec.gov/Archives/edgar/data/849043/0000912057-02-013835-index.htm,https://www.sec.gov/Archives/edgar/data/849043/0000912057-02-013835.txt,2834,DE
61734,914201,3 DIMENSIONAL PHARMACEUTICALS INC ,5/21/2002,700,918923,7/22/2002,BIOTECHNOLOGY VALUE FUND L P ,https://www.sec.gov/Archives/edgar/data/914201/0000912057-02-028082-index.htm,https://www.sec.gov/Archives/edgar/data/914201/0000912057-02-028082.txt,2834,DE
415,882100,CORVAS__INTERNATIONAL__INC,5/21/2002,700,918923,NA,missing,NA,NA,0,0
566,33113,ENVIRONMENTAL__TECTONICS__CORP,6/30/2005,47,1164153,1/7/2002,,0,0,0,0
631,885076,FIRST__FEDERAL__BANCORP__INC/OH/,8/30/2002,732,1106590,1/7/2002,MACNEALY HOOVER INVESTMENT MANAGEMENT INC,0,0,0,0
1346,830141,PIONEER__COMPANIES__INC,7/7/2003,512,1027829,1/10/2002,,0,0,0,0
53628,912893,CENTERPOINT PROPERTIES TRUST ,1/11/2002,1176,1036325,2/28/2001,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500012-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500012.txt,6798,MD
53629,912893,CENTERPOINT PROPERTIES TRUST ,1/11/2002,1176,1036325,2/28/2001,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500013-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500013.txt,6798,MD
53630,895648,GENERAL GROWTH PROPERTIES INC ,1/11/2002,1176,1036325,2/28/2001,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500014-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500014.txt,6798,DE
53631,734198,COSTCO CO INC ,1/11/2002,1176,1036325,2/28/2001,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500015-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500015.txt,5331,WA
53632,42293,GOLDEN WEST FINANCIAL CORP DE ,1/11/2002,1176,1036325,2/28/2001,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500016-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500016.txt,6035,DE
53633,354964,HOUSEHOLD INTERNATIONAL INC ,1/11/2002,1176,1036325,2/28/2001,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500017-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500017.txt,6141,DE
53634,916076,MARTIN MARIETTA MATERIALS INC ,1/11/2002,1176,1036325,2/28/2001,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500019-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500019.txt,1400,NC
53635,745448,METALDYNE CORP ,1/11/2002,1176,1036325,2/28/2001,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500020-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500020.txt,3714,DE
53636,745448,METALDYNE CORP ,1/11/2002,1176,1036325,2/28/2001,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500021-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500021.txt,3714,DE
53637,103973,VULCAN MATERIALS CO ,1/11/2002,1176,1036325,2/28/2001,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500025-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500025.txt,1400,NJ
60148,315293,AON CORP ,1/11/2002,1176,1036325,2/15/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000010-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000010.txt,6321,DE
60149,734198,COSTCO CO INC ,1/11/2002,1176,1036325,2/15/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000012-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000012.txt,5331,WA
60365,895648,GENERAL GROWTH PROPERTIES INC ,1/11/2002,1176,1036325,2/19/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000014-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000014.txt,6798,DE
60366,42293,GOLDEN WEST FINANCIAL CORP DE ,1/11/2002,1176,1036325,2/19/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000015-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000015.txt,6035,DE
60367,354964,HOUSEHOLD INTERNATIONAL INC ,1/11/2002,1176,1036325,2/19/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000016-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000016.txt,6141,DE
60368,54502,KINDER MORGAN INC ,1/11/2002,1176,1036325,2/19/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000017-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000017.txt,4923,KS
60369,62996,MASCO CORP DE ,1/11/2002,1176,1036325,2/19/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000018-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000018.txt,2430,DE
60372,103973,VULCAN MATERIALS CO ,1/11/2002,1176,1036325,2/19/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000021-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000021.txt,1400,NJ
60625,4962,AMERICAN EXPRESS CO ,1/11/2002,1176,1036325,3/6/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000023-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000023.txt,6199,NY
60649,912893,CENTERPOINT PROPERTIES TRUST ,1/11/2002,1176,1036325,3/8/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000024-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000024.txt,6798,MD
60799,821189,EOG RESOURCES INC ,1/11/2002,1176,1036325,3/20/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000025-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000025.txt,1311,DE
60962,862510,TRANSATLANTIC HOLDINGS INC ,1/11/2002,1176,1036325,4/10/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000026-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000026.txt,6331,DE
1500,1012100,SEALED__AIR__CORP/DE,1/11/2002,1176,1036325,NA,davis selected advisers,NA,NA,0,0
536281,912893,CENTERPOINT PROPERTIES TRUST ,6/3/2011,1177,1036325,2/28/2001,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500012-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500012.txt,6798,MD
536291,912893,CENTERPOINT PROPERTIES TRUST ,6/3/2011,1177,1036325,2/28/2001,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500013-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500013.txt,6798,MD
536301,895648,GENERAL GROWTH PROPERTIES INC ,6/3/2011,1177,1036325,2/28/2001,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500014-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500014.txt,6798,DE
536311,734198,COSTCO CO INC ,6/3/2011,1177,1036325,2/28/2001,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500015-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500015.txt,5331,WA
536321,42293,GOLDEN WEST FINANCIAL CORP DE ,6/3/2011,1177,1036325,2/28/2001,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500016-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500016.txt,6035,DE
536331,354964,HOUSEHOLD INTERNATIONAL INC ,6/3/2011,1177,1036325,2/28/2001,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500017-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500017.txt,6141,DE
536341,916076,MARTIN MARIETTA MATERIALS INC ,6/3/2011,1177,1036325,2/28/2001,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500019-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500019.txt,1400,NC
536351,745448,METALDYNE CORP ,6/3/2011,1177,1036325,2/28/2001,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500020-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500020.txt,3714,DE
536361,745448,METALDYNE CORP ,6/3/2011,1177,1036325,2/28/2001,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500021-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500021.txt,3714,DE
536371,103973,VULCAN MATERIALS CO ,6/3/2011,1177,1036325,2/28/2001,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500025-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500025.txt,1400,NJ
601481,315293,AON CORP ,6/3/2011,1177,1036325,2/15/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000010-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000010.txt,6321,DE
601491,734198,COSTCO CO INC ,6/3/2011,1177,1036325,2/15/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000012-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000012.txt,5331,WA
603651,895648,GENERAL GROWTH PROPERTIES INC ,6/3/2011,1177,1036325,2/19/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000014-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000014.txt,6798,DE
603661,42293,GOLDEN WEST FINANCIAL CORP DE ,6/3/2011,1177,1036325,2/19/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000015-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000015.txt,6035,DE
603671,354964,HOUSEHOLD INTERNATIONAL INC ,6/3/2011,1177,1036325,2/19/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000016-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000016.txt,6141,DE
603681,54502,KINDER MORGAN INC ,6/3/2011,1177,1036325,2/19/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000017-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000017.txt,4923,KS
603691,62996,MASCO CORP DE ,6/3/2011,1177,1036325,2/19/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000018-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000018.txt,2430,DE
603721,103973,VULCAN MATERIALS CO ,6/3/2011,1177,1036325,2/19/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000021-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000021.txt,1400,NJ
606251,4962,AMERICAN EXPRESS CO ,6/3/2011,1177,1036325,3/6/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000023-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000023.txt,6199,NY
606491,912893,CENTERPOINT PROPERTIES TRUST ,6/3/2011,1177,1036325,3/8/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000024-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000024.txt,6798,MD
607991,821189,EOG RESOURCES INC ,6/3/2011,1177,1036325,3/20/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000025-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000025.txt,1311,DE
609621,862510,TRANSATLANTIC HOLDINGS INC ,6/3/2011,1177,1036325,4/10/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000026-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000026.txt,6331,DE
1501,1012100,SEALED__AIR__CORP/DE,6/3/2011,1177,1036325,NA,DAVIS SELECTED ADVISERS,NA,NA,0,0
536282,912893,CENTERPOINT PROPERTIES TRUST ,4/11/2002,601,1036325,2/28/2001,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500012-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500012.txt,6798,MD
536292,912893,CENTERPOINT PROPERTIES TRUST ,4/11/2002,601,1036325,2/28/2001,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500013-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500013.txt,6798,MD
536302,895648,GENERAL GROWTH PROPERTIES INC ,4/11/2002,601,1036325,2/28/2001,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500014-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500014.txt,6798,DE
536312,734198,COSTCO CO INC ,4/11/2002,601,1036325,2/28/2001,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500015-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500015.txt,5331,WA
536322,42293,GOLDEN WEST FINANCIAL CORP DE ,4/11/2002,601,1036325,2/28/2001,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500016-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500016.txt,6035,DE
536332,354964,HOUSEHOLD INTERNATIONAL INC ,4/11/2002,601,1036325,2/28/2001,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500017-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500017.txt,6141,DE
536342,916076,MARTIN MARIETTA MATERIALS INC ,4/11/2002,601,1036325,2/28/2001,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500019-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500019.txt,1400,NC
536352,745448,METALDYNE CORP ,4/11/2002,601,1036325,2/28/2001,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500020-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500020.txt,3714,DE
536362,745448,METALDYNE CORP ,4/11/2002,601,1036325,2/28/2001,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500021-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500021.txt,3714,DE
536372,103973,VULCAN MATERIALS CO ,4/11/2002,601,1036325,2/28/2001,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500025-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500025.txt,1400,NJ
601482,315293,AON CORP ,4/11/2002,601,1036325,2/15/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000010-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000010.txt,6321,DE
601492,734198,COSTCO CO INC ,4/11/2002,601,1036325,2/15/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000012-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000012.txt,5331,WA
603652,895648,GENERAL GROWTH PROPERTIES INC ,4/11/2002,601,1036325,2/19/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000014-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000014.txt,6798,DE
603662,42293,GOLDEN WEST FINANCIAL CORP DE ,4/11/2002,601,1036325,2/19/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000015-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000015.txt,6035,DE
603672,354964,HOUSEHOLD INTERNATIONAL INC ,4/11/2002,601,1036325,2/19/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000016-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000016.txt,6141,DE
603682,54502,KINDER MORGAN INC ,4/11/2002,601,1036325,2/19/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000017-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000017.txt,4923,KS
